"","id","name","styleId","style.name","style.shortName","abv","ibu","srmId","originalGravity","isOrganic"
"1388","liCAFz","Beer Geek Speedway",43,"American-Style Imperial Stout","American Imperial Stout",12,NA,41,NA,"N"
"1389","UP8nxL","Beer Geek Vanilla Maple Cocoa Shake",43,"American-Style Imperial Stout","American Imperial Stout",13,NA,NA,NA,"N"
"1390","TcGCGK","Beer Geek Vanilla Maple Shake",16,"British-Style Imperial Stout","British Imperial Stout",13,NA,NA,NA,"N"
"1391","tqXgnl","Belgian Abbey Ale",70,"Other Belgian-Style Ales","Belgian Ale",7.2,NA,NA,NA,"N"
"1392","YkoqCD","Belgian Abbey Dubbel",58,"Belgian-Style Dubbel","Belgian Dubbel",7.2,NA,NA,NA,"N"
"1393","PP93rT","Belgian Abbey Red",70,"Other Belgian-Style Ales","Belgian Ale",NA,NA,NA,NA,"N"
"1394","HEfQSQ","Belgian Ale",62,"Belgian-Style Pale Ale","Belgian Pale",8,NA,NA,1.071,"N"
"1395","d3lGhQ","Belgian Ale",59,"Belgian-Style Tripel","Belgian Tripel",NA,NA,NA,NA,"N"
"1396","pekCXM","Belgian Ale",127,"Gluten-Free Beer","Gluten-Free Beer",5,26,NA,NA,"N"
"1397","mdkDCO","Belgian Ale",62,"Belgian-Style Pale Ale","Belgian Pale",8,15,NA,NA,"N"
"1398","Ig9jd1","Belgian Ale (discontinued)",62,"Belgian-Style Pale Ale","Belgian Pale",NA,NA,NA,NA,"N"
"1399","nhxoMU","Belgian Ambassador",58,"Belgian-Style Dubbel","Belgian Dubbel",6.6,18,NA,NA,"N"
"1400","BTol5k","Belgian Amber",70,"Other Belgian-Style Ales","Belgian Ale",10,NA,NA,NA,"N"
"1401","gU2MmU","Belgian Amber",70,"Other Belgian-Style Ales","Belgian Ale",5.2,NA,NA,NA,"N"
"1402","ouj1fz","Belgian Amber Ale",70,"Other Belgian-Style Ales","Belgian Ale",5.2,NA,NA,NA,"N"
"1403","uqFX1e","Belgian American Pale Ale",62,"Belgian-Style Pale Ale","Belgian Pale",NA,NA,NA,NA,"N"
"1404","6rhRpN","Belgian Banger",30,"American-Style India Pale Ale","American IPA",6.3,56,NA,NA,"N"
"1405","LC9kYb","Belgian Baster",58,"Belgian-Style Dubbel","Belgian Dubbel",7.4,20,17,NA,"N"
"1406","TCm7fn","BELGIAN BERLIN UR-BOCK",51,"South German-Style Bernsteinfarbenes Weizen / Weissbier","Bernsteinfarbenesweizen",6.8,5,NA,NA,"N"
"1407","BoJHzM","Belgian Black IPA - Beer Camp #94",62,"Belgian-Style Pale Ale","Belgian Pale",7.7,52,NA,NA,"N"
"1408","SFO4T0","Belgian Bling",58,"Belgian-Style Dubbel","Belgian Dubbel",8.3,27.7,NA,NA,"N"
"1409","mdDr4S","Belgian Bliss Monk’s Brown Ale",37,"American-Style Brown Ale","American Brown",7.1,25,NA,NA,"N"
"1410","WxXkeT","Belgian Blond",61,"Belgian-Style Blonde Ale","Belgian Blonde",5.5,NA,NA,NA,"N"
"1411","20TgOG","Belgian Blond",61,"Belgian-Style Blonde Ale","Belgian Blonde",5.3,17,4,NA,"N"
"1412","qNqNGX","Belgian Blond",61,"Belgian-Style Blonde Ale","Belgian Blonde",7.6,NA,NA,NA,"N"
"1413","FRuh2c","Belgian Blond",61,"Belgian-Style Blonde Ale","Belgian Blonde",6.2,NA,NA,NA,"N"
"1414","WSWUYT","Belgian Blond Ale",61,"Belgian-Style Blonde Ale","Belgian Blonde",6,28,4,NA,"N"
"1415","ecFWIX","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",6.8,37,NA,NA,"N"
"1416","YUEZMQ","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",5.8,16,5,NA,"N"
"1417","Tqbvnm","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",6.5,25,NA,NA,"Y"
"1418","JEUvcl","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",6.5,22,NA,NA,"N"
"1419","7Xyl68","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",6.7,25,NA,NA,"N"
"1420","C7LAwE","Belgian Blonde",36,"Golden or Blonde Ale","Blonde",6.5,30,NA,NA,"N"
"1421","NWOds6","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",6.1,NA,NA,NA,"N"
"1422","7eujUV","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",7.5,NA,NA,NA,"N"
"1423","5yCG1U","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",8.3,25,NA,NA,"N"
"1424","l37xiJ","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",7.5,33,NA,NA,"N"
"1425","yLcbEh","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",6.3,16,NA,NA,"N"
"1426","9PPdvM","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",4.8,17,NA,NA,"N"
"1427","gi8Z6H","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",6.2,24,NA,NA,"N"
"1428","2NXXWd","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",7.5,16,NA,NA,"N"
"1429","BKV8cR","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",6,18,5,NA,"N"
"1430","9Xyejg","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",6.5,NA,NA,NA,"N"
"1431","HWL5tc","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",7.5,NA,NA,NA,"N"
"1432","Hz96Nt","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",6,NA,NA,NA,"N"
"1433","xRVuYQ","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",5.6,25,NA,NA,"N"
"1434","hPShbD","Belgian Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",5.6,23,NA,NA,"N"
"1435","POa8MJ","Belgian Blonde",36,"Golden or Blonde Ale","Blonde",4.8,12,NA,NA,"N"
"1436","Z4KVtn","Belgian Blonde Ale",61,"Belgian-Style Blonde Ale","Belgian Blonde",7,NA,NA,NA,"N"
"1437","Nk4uV1","Belgian Blonde Ale",61,"Belgian-Style Blonde Ale","Belgian Blonde",6.5,NA,NA,NA,"N"
"1438","nck18W","Belgian Blonde Ale",61,"Belgian-Style Blonde Ale","Belgian Blonde",7,23,5,1.062,"N"
"1439","P4HHcW","Belgian Blonde Ale",61,"Belgian-Style Blonde Ale","Belgian Blonde",5.5,NA,NA,NA,"N"
"1440","B9haVm","Belgian Strong Ale",14,"Strong Ale","Strong Ale",9.09,26,NA,NA,"N"
"1441","l5y6rL","Belgian Strong Ale",14,"Strong Ale","Strong Ale",9.6,30,4,NA,"N"
"1442","FhFHm6","Belgian Strong Ale",62,"Belgian-Style Pale Ale","Belgian Pale",NA,NA,NA,NA,"N"
"1443","DgTUmx","Belgian Strong Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",7.5,30,NA,NA,"N"
"1444","YEnRDZ","Belgian Strong Pale Ale",62,"Belgian-Style Pale Ale","Belgian Pale",NA,NA,NA,NA,"N"
"1445","56lK12","Belgian Style Blond",61,"Belgian-Style Blonde Ale","Belgian Blonde",7.7,23,5,1.067,"N"
"1446","TXa2qu","Belgian Style Blond Ale",61,"Belgian-Style Blonde Ale","Belgian Blonde",8.5,30,NA,NA,"N"
"1447","y7Kil5","Belgian Style Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",NA,NA,NA,NA,"N"
"1448","OsSByI","Belgian Style Blonde Ale",61,"Belgian-Style Blonde Ale","Belgian Blonde",NA,NA,NA,NA,"N"
"1449","SRknvm","Belgian Style Blonde w/ Guava",36,"Golden or Blonde Ale","Blonde",4,NA,NA,NA,"N"
"1450","aR3WuW","Belgian Style Dubbel",58,"Belgian-Style Dubbel","Belgian Dubbel",NA,NA,NA,NA,"N"
"1451","eBNwVi","Belgian Style Dubbel",58,"Belgian-Style Dubbel","Belgian Dubbel",NA,NA,NA,NA,"N"
"1452","u9qOeu","Belgian Style Dubbel Ale",58,"Belgian-Style Dubbel","Belgian Dubbel",NA,NA,NA,NA,"N"
"1453","RK887U","Belgian Style Golden Strong",36,"Golden or Blonde Ale","Blonde",7,NA,NA,NA,"N"
"1454","ahw1JV","Belgian Style Honey Ale",14,"Strong Ale","Strong Ale",9,NA,NA,NA,"N"
"1455","yTyeCa","Belgian Style Pale Ale",62,"Belgian-Style Pale Ale","Belgian Pale",NA,NA,NA,NA,"N"
"1456","SnGlOe","Belgian Style Pale Ale",62,"Belgian-Style Pale Ale","Belgian Pale",7.5,30,NA,NA,"N"
"1457","MsdyUZ","Belgian Style Pale Ale",62,"Belgian-Style Pale Ale","Belgian Pale",5,NA,NA,NA,"N"
"1458","YMU1Gv","Belgian Style Pale Ale",62,"Belgian-Style Pale Ale","Belgian Pale",6.5,NA,NA,NA,"N"
"1459","hDKDfU","Belgian Style Pale Ale - Mountain Series",62,"Belgian-Style Pale Ale","Belgian Pale",NA,NA,NA,NA,"N"
"1460","Qify4R","Belgian Style Porter",70,"Other Belgian-Style Ales","Belgian Ale",6.1,32,NA,1.06,"N"
"1461","uWVbn1","Belgian Style Red",132,"Wood- and Barrel-Aged Beer","BBL Aged",7,NA,NA,NA,"N"
"1462","1rf8MH","Belgian Style Saison",72,"French & Belgian-Style Saison","Saison",NA,NA,NA,NA,"N"
"1463","SQYytJ","Belgian Style Stout",41,"American-Style Black Ale","Black Ale",5.8,35,NA,NA,"N"
"1464","BdMd66","Belgian Style Stout Ale",70,"Other Belgian-Style Ales","Belgian Ale",8.8,NA,NA,NA,"N"
"1465","CkmL3x","Belgian Style Tripel",59,"Belgian-Style Tripel","Belgian Tripel",NA,NA,NA,NA,"N"
"1466","QN0toy","Belgian Style Tripel",61,"Belgian-Style Blonde Ale","Belgian Blonde",NA,NA,NA,NA,"N"
"1467","fyKM5L","Belgian style Wheat",65,"Belgian-Style White (or Wit) / Belgian-Style Wheat","Witbier",NA,NA,NA,NA,"N"
"1468","CZKbjN","Belgian Style White",65,"Belgian-Style White (or Wit) / Belgian-Style Wheat","Witbier",NA,NA,NA,NA,"N"
"1469","wnlFAt","Belgian Style Wit",65,"Belgian-Style White (or Wit) / Belgian-Style Wheat","Witbier",NA,NA,NA,NA,"N"
"1470","tvYWBI","Belgian Style Yeti",43,"American-Style Imperial Stout","American Imperial Stout",9.5,NA,40,NA,"N"
"1471","5CxyR2","Belgian Summer Ale",61,"Belgian-Style Blonde Ale","Belgian Blonde",5.8,15,NA,NA,"N"
"1472","BumlJd","Belgian Summer Ale",70,"Other Belgian-Style Ales","Belgian Ale",NA,NA,NA,NA,"N"
"1473","lp4HaW","Belgian Table Beer",70,"Other Belgian-Style Ales","Belgian Ale",4.2,15,NA,NA,"N"
"1474","KTGXfr","Belgian Table Beer",70,"Other Belgian-Style Ales","Belgian Ale",4,22,NA,NA,"N"
"1475","cyR32O","Belgian Table Pils",98,"American-Style Pilsener","American Pilsener",4.2,NA,NA,NA,"N"
"1476","GvyKRy","Belgian Tripel",59,"Belgian-Style Tripel","Belgian Tripel",8.5,30.1,NA,NA,"N"
"1477","H2t19j","Belgian Tripel",59,"Belgian-Style Tripel","Belgian Tripel",8.5,NA,NA,NA,"N"
"1478","FsbsME","Belgian Tripel",59,"Belgian-Style Tripel","Belgian Tripel",9,35,NA,NA,"N"
